username,tw_id,content,created_at,favorite_count,retweet_count,replies_count
drakeeileen,1148624948497461248,Great news from our partners at @BallAerospace ! Our #GPIM propulsion system is up and running-bringing us closer t… https://t.co/4VtXZx22yz,2019-07-09 16:08:22,18,4,1.0
drakeeileen,1146878889530220546,A Happy Fourth of July to all! As you celebrate our nation’s independence please take a moment to think of all who… https://t.co/zJLkcOOWhH,2019-07-04 20:30:09,30,4,1.0
drakeeileen,1146071029506162688,Today’s @NASA_Orion AA-2 test was an awesome sight! It showed the world-class capabilities of @AerojetRdyne enginee… https://t.co/eodU4wcaGX,2019-07-02 15:00:01,69,14,0.0
drakeeileen,1145796639199830020,Start your Fourth of July week right by watching the @NASA_Orion AA-2 test tomorrow at https://t.co/Jcfw7KLm0m. The… https://t.co/YKrM8PNpv2,2019-07-01 20:49:41,17,5,0.0
drakeeileen,1144698203859750912,Proud of our RS-25 team and everyone at @AerojetRdyne contributing to this awesome work! #SLSFiredUp https://t.co/HakAuthZqn,2019-06-28 20:04:53,11,4,2.0
drakeeileen,1144426880021532672,Thanks @NASA 2017 Astronaut Class for visiting us in LA! It was a perfect opportunity for a local #STEM group to le… https://t.co/tBTEBWEgF7,2019-06-28 02:06:45,15,2,2.0
drakeeileen,1143982788955086853,Great STEM event at our Canoga Park site yesterday with young girls who are so interested in Space! https://t.co/3eLcD2T2mU,2019-06-26 20:42:05,40,4,0.0
drakeeileen,1143982125982425088,Very proud of the part we play in SLS! https://t.co/zLvdNcsNmt,2019-06-26 20:39:27,33,0,0.0
drakeeileen,1143486197903306752,Congrats to @NASA_Technology @BallAerospace @AFResearchLab &amp; our @AerojetRdyne team on a successful GPIM launch. Lo… https://t.co/xWcW2JDmgj,2019-06-25 11:48:49,20,8,0.0
drakeeileen,1140267948805906432,Happy Fathers day to all the wonderful Aerojet Rocketdyne fathers! #FathersDay,2019-06-16 14:40:38,12,0,0.0
drakeeileen,1137089378197614593,Thank you @GovernorKayIvey  for your support of Aerojet Rocketdyne and our transformation in Huntsville AL. https://t.co/GzOV11pXle,2019-06-07 20:10:08,42,6,1.0
drakeeileen,1137088350958116865,Thank you @TommyBattle for you support and leadership. Such a great day for Aerojet Rocketdyne! https://t.co/IS0MEi1Vpl,2019-06-07 20:06:03,16,3,0.0
drakeeileen,1137028717233000454,Leaders from the great state of #Alabama joined @AerojetRdyne today as we cut the ribbon on our AMF — our new home… https://t.co/O4qcdCfjEp,2019-06-07 16:09:05,25,1,3.0
drakeeileen,1136795538739720192,"Great to welcome to our new defense headquarters tonight many leaders, partners and customers who have made… https://t.co/4LcKcHxT8k",2019-06-07 00:42:31,23,1,0.0
drakeeileen,1136616511748136960,We can never forget the spirit of service and sacrifice that inspired the brave Americans who landed in Normandy 75 years ago today. #DDay75,2019-06-06 12:51:08,19,4,0.0
drakeeileen,1132979421609172993,"As we mark the unofficial start to the summer, let’s make sure to remember the true purpose of this holiday: to rem… https://t.co/AXK6OAhkO9",2019-05-27 11:58:38,36,3,1.0
drakeeileen,1131994169201836032,I appreciate the commitment to excellence from the men &amp; women of @AerojetRdyne that helped ensure the success of t… https://t.co/huPzljnfDG,2019-05-24 18:43:36,35,7,1.0
drakeeileen,1131000584490946560,"Thrilled to join two American legends this evening, William Readdy (right) who flew on three shuttle missions &amp; Tom… https://t.co/PtV79mem0d",2019-05-22 00:55:26,53,6,0.0
drakeeileen,1130856324412059648,"As the American @RedCross marks today the anniversary of their first meeting in 1881, we are grateful for the relie… https://t.co/1tgZwF0vCY",2019-05-21 15:22:12,6,0,0.0
drakeeileen,1129892198466637824,"Congratulations to @Oak_Park_High, one of the many rocketry teams @AerojetRdyne supports across the country, for wi… https://t.co/5qpqRjoMlZ",2019-05-18 23:31:07,29,7,1.0
drakeeileen,1128451809432023040,"Great to be at @airandspace to mark the 50th anniversary of Apollo &amp; the awesome work we’re joining with @NASA, @VP… https://t.co/xf29s7nR8X",2019-05-15 00:07:31,62,12,0.0
drakeeileen,1128255749862449155,A great credit to the men &amp; women of @AerojetRdyne — and what they have accomplished since is just as awesome. https://t.co/qkh8DVB0Vz,2019-05-14 11:08:27,46,7,0.0
drakeeileen,1128062270737666048,.@AerojetRdyne powered the first lunar mission &amp; we look forward to powering the next. https://t.co/ScclokFJJg,2019-05-13 22:19:38,22,0,0.0
drakeeileen,1127618085203185666,Happy Mother's Day to all the wonderful Aerojet Rocketdyne mother's everywhere! #HappyMothersDay,2019-05-12 16:54:36,20,3,0.0
drakeeileen,1127301166650482689,Happy National Dog Mom's Day! #NationalDogMomsDay https://t.co/TbRw4ZMgoT,2019-05-11 19:55:17,9,1,0.0
drakeeileen,1124353554108620800,Happy National Space Day! 🚀🇺🇸🚀 https://t.co/FxM9QUT7Oc,2019-05-03 16:42:31,305,48,10.0
drakeeileen,1123335469520052225,Our successful completion of the Iron Bird Mission is a major milestone for the Medium Range Ballistic Missile (MRB… https://t.co/ouKJ3wXOFj,2019-04-30 21:17:01,12,2,4.0
drakeeileen,1122990385486123008,Go Pats! https://t.co/wdNPtbTndu,2019-04-29 22:25:46,3,0,0.0
drakeeileen,1121800242339426305,Proud of the world-class scientists &amp; engineers at @AerojetRdyne who have made sure these powerful American engines… https://t.co/ZEnxMlrvj4,2019-04-26 15:36:34,30,4,0.0
drakeeileen,1121582857506492416,Thank you @SenTomCotton  for your support of Aerojet Rocketdyne.  Today was a great day for our Camden site and emp… https://t.co/qe0Fhz5FTh,2019-04-26 01:12:45,19,1,2.0
drakeeileen,1120413819061325829,"On this #EarthDay &amp; every day, appreciating what space exploration &amp; discovery has taught us about our planet. https://t.co/Wl6GV2vZHd",2019-04-22 19:47:25,11,5,0.0
drakeeileen,1117901769487466496,My thoughts are with the people of Paris and their beloved Notre Dame.  #NotreDame,2019-04-15 21:25:26,28,2,0.0
drakeeileen,1117895847847456768,@Stratolaunch @nytimes Congratulations to the entire team!,2019-04-15 21:01:54,1,0,0.0
drakeeileen,1116856366143086592,“Above the best.” Happy birthday to @USArmy Aviation! https://t.co/ISJibThUuZ,2019-04-13 00:11:22,9,2,0.0
drakeeileen,1116478982076002305,@steelholding @AerojetRdyne What an unbelievable and memorable day!,2019-04-11 23:11:47,2,0,0.0
drakeeileen,1116476944835469312,Celebrating National Pet Day!#NationalPetDay https://t.co/gltsJcBpYm,2019-04-11 23:03:41,14,0,1.0
drakeeileen,1116372976058765312,@ThePrimalDino @AerojetRdyne @JimBridenstine @SpaceFoundation It's the real size! https://t.co/BxoBJRqkNi,2019-04-11 16:10:33,2,0,0.0
drakeeileen,1116372643232378880,@Filmtastic6 Yes it is,2019-04-11 16:09:14,0,0,0.0
drakeeileen,1116372504073785344,@ThePrimalDino @realChefJared @AerojetRdyne @JimBridenstine @SpaceFoundation It's an actual engine.,2019-04-11 16:08:40,2,0,0.0
drakeeileen,1116372238230417408,@runnymonkey @AerojetRdyne @JimBridenstine @SpaceFoundation We added a smoke machine for the cool factor!,2019-04-11 16:07:37,0,0,0.0
drakeeileen,1116371711169929217,@KayDesigner @AerojetRdyne @torybruno @ulalaunch For sure!,2019-04-11 16:05:31,3,0,0.0
drakeeileen,1116026377378070528,"Great participating in this important panel. For @AerojetRdyne, the time is now &amp; I appreciate the opportunity from… https://t.co/wnBtVSZP0Z",2019-04-10 17:13:17,19,4,0.0
drakeeileen,1115440865802162177,Regards from the National Space Symposium.  Love our RS-25! https://t.co/LkVQA5n7Ru,2019-04-09 02:26:40,66,7,3.0
drakeeileen,1115377814386171905,"Awesome to support New Gen leaders at  #SpaceSymposium. I told them what I tell our 5,000 employees, the best rocke… https://t.co/dYTJiHy4EC",2019-04-08 22:16:08,25,4,0.0
drakeeileen,1114314913101512704,"Sure, @PatrickMahomes had a good year. But only @tbrady14 can claim to be as legendary as @AerojetRdyne’s RS-25.… https://t.co/tFTAwSlM63",2019-04-05 23:52:32,24,3,2.0
drakeeileen,1114190097098977281,The legacy continues ... https://t.co/KGDuK5Gylt,2019-04-05 15:36:34,6,0,0.0
drakeeileen,1114189162587009024,We’ve now completed acceptance testing for 16 RS-25s that will launch @NASA_SLS’s first four missions. Before the R… https://t.co/9gm7w6ZDjs,2019-04-05 15:32:51,42,10,2.0
drakeeileen,1113893036587724800,Tested. Proven. Powerful. Ready. https://t.co/XCqDdMEboO,2019-04-04 19:56:09,29,3,1.0
drakeeileen,1113883525533532160,"Don't forget to tune at approximately 2:35 p.m. (CDT) to see an RS-25 engine test at @NASAStennis on Facebook live! 
#SLSFiredUp #NASASSC",2019-04-04 19:18:22,2,0,0.0
drakeeileen,1113534560514584577,Tune in tomorrow to hear and see the mighty RS-25’s rumble. A sight to behold. #SLSFiredUp https://t.co/nK0DbjXg7L,2019-04-03 20:11:42,22,6,1.0
drakeeileen,1112799845402722307,Last week astronauts installed six @AerojetRdyne Lithium-Ion batteries on the @Space_Station. Our experience in dev… https://t.co/VjLJEyMMZh,2019-04-01 19:32:12,17,4,1.0
drakeeileen,1112408902887460864,@cboldenjr @AerojetRdyne Thank you Charlie!,2019-03-31 17:38:44,1,0,0.0
drakeeileen,1111620727227199490,"On National Vietnam War Veterans Day, we remember those who answered their country’s call. We recall their service… https://t.co/mCH6rw3MG8",2019-03-29 13:26:48,39,9,3.0
drakeeileen,1111602534840524801,"As I like to say, the time is now. Today we launched a website that reflects this important moment in the history o… https://t.co/xp4P17LrYL",2019-03-29 12:14:31,28,7,4.0
drakeeileen,1111297404609937408,Looking forward to picking up where we left off! #RedSoxNation #OpeningDay https://t.co/OS2JqUgBns,2019-03-28 16:02:02,4,0,0.0
drakeeileen,1110659056941727744,Proud to have supported this important element of our nation’s ballistic missile defense. https://t.co/nnkoHz5pWW,2019-03-26 21:45:28,12,2,1.0
drakeeileen,1110602802353467392,"""The first woman and the next man on the Moon will both be American astronauts, launched by American rockets from A… https://t.co/13UtfURrqd",2019-03-26 18:01:56,20,3,0.0
drakeeileen,1110589015445536774,"Awesome day to be in #RocketCity, for the meeting of the National Space Council. The space industry is essential to… https://t.co/BcDiwUZhFy",2019-03-26 17:07:09,22,6,0.0
drakeeileen,1109513045800157184,Celebrating National Puppy day! https://t.co/wVPa1iqnN7,2019-03-23 17:51:38,16,0,0.0
drakeeileen,1109157831398309889,"Great meeting one of the awesome  teams @AerojetRdyne sponsors, Team4ELEMENT, at @FRCTeams in LA. Our future is in… https://t.co/4B2zvXcPMV",2019-03-22 18:20:08,25,5,0.0
drakeeileen,1108844362123874305,"You can’t celebrate #WomensHistoryMonth2019 without recognizing one of our own at @AerojetRdyne, Mary Sherman Morga… https://t.co/x0FbguN7wJ",2019-03-21 21:34:31,236,66,1.0
drakeeileen,1108471255999471616,"A full “supermoon” on the first night of spring. Don’t miss it!  
  https://t.co/eYQ98ocjwN",2019-03-20 20:51:56,30,5,1.0
drakeeileen,1107330895307046912,Happy St. Patrick’s Day! ☘️🚀☘️,2019-03-17 17:20:33,20,4,0.0
drakeeileen,1106715749547237376,"At least 700,000 lbs ...",2019-03-16 00:36:11,8,0,0.0
drakeeileen,1106714825403584513,Thrust brought to you by the great people of @AerojetRdyne. https://t.co/OZ1gKgb2pH,2019-03-16 00:32:30,43,7,2.0
drakeeileen,1106573284332703745,"""If it goes into space, chances are excellent that it got there courtesy of Aerojet Rocketdyne."" Great piece in… https://t.co/dL5LlT1iA6",2019-03-15 15:10:04,27,7,3.0
drakeeileen,1106256203460558848,"And though they might not make as much of a show as their AR cousins, thrusters from @AerojetRdyne in #Redmond &amp; CO… https://t.co/wwzQmkBoMP",2019-03-14 18:10:06,6,0,0.0
drakeeileen,1106210923608506370,"Looking forward to having our RS-68 &amp; RL10 in action tomorrow on the #DeltaIV. @torybruno and @ulalaunch, always a… https://t.co/NUX12acZsY",2019-03-14 15:10:11,57,9,6.0
drakeeileen,1105569393805836288,The @girlscouts provide young women the skills they need to become leaders in industry &amp; their communities. Happy B… https://t.co/o76JxS16oP,2019-03-12 20:40:58,11,1,0.0
drakeeileen,1104204653019856896,Happy International women's day to all the fabulous women at Aerojet Rocketdyne! #InternationalWomensDay2019,2019-03-09 02:17:59,23,2,0.0
drakeeileen,1101905070218797058,"“Today, the threats and opportunities in space are changing more rapidly than at any point since the Cold War. And… https://t.co/oYkcQGbEji",2019-03-02 18:00:15,13,4,0.0
drakeeileen,1101541564852129796,"If you missed @NASA pioneer Frank Borman’s oral history on @cspan last month, mentioning the work of @AerojetRdyne… https://t.co/z3VuQJBdZJ",2019-03-01 17:55:49,15,4,0.0
drakeeileen,1101242093836615680,The power of a successful RS-25 test like today’s at @NASAStennis is awesome to witness. Great power comes from the… https://t.co/DEEOpkojV7,2019-02-28 22:05:49,99,22,5.0
drakeeileen,1100159437778681856,"After Scott Ward was honored by the Engineers’ Council as Engineer of the Year, he spoke about “the long-term benef… https://t.co/T88iukTkWc",2019-02-25 22:23:44,10,0,0.0
drakeeileen,1097941526662074368,The President’s signing of Space Policy Directive 4 sets out more than a new branch of the military; it paves the w… https://t.co/sLMeiXmuiT,2019-02-19 19:30:33,25,4,3.0
drakeeileen,1097562804515717121,The vision of our founders &amp; leaders allowed the United States to become the greatest nation in the world. On this… https://t.co/gOL0DUVDRN,2019-02-18 18:25:38,19,5,0.0
drakeeileen,1093581027526803457,"On @NASA’s Day of Remembrance, we reflect upon the courage of our fellow Americans &amp; our responsibility to carry fo… https://t.co/c7hHleNFER",2019-02-07 18:43:29,29,8,3.0
cathyengelbert,1155155478051115010,"Catch the @WNBA AT&amp;T All Star Game today at 3:30 EDT, 12:30 Pacific on @ABCNetwork  🏀 https://t.co/EL2i4VD4er",2019-07-27 16:38:22,56,9,0.0
cathyengelbert,1154861588454600704,"3 point and skills competition today at 7 pm EDT, 4 pm Pacific! 🏀  #AllStarWeekend  #WNBA https://t.co/Y9VlpBE11d",2019-07-26 21:10:33,45,3,2.0
cathyengelbert,1153077289292316672,Important issue that needs awareness. Thank you @LeidosInc for your sponsorship at today’s @WNBA game between the… https://t.co/6ZBgfEOrZJ,2019-07-21 23:00:23,129,20,3.0
cathyengelbert,1149169586488717313,@ChuckRobbins @Cisco @GPTW_US Congrats!!!,2019-07-11 04:12:34,1,0,0.0
cathyengelbert,1144610688951816192,Check out Daniel Craig’s video campaign to raise support for a great cause @Opp_Net!  It’s only $10 to enter for a… https://t.co/Ab5HCIUa7t,2019-06-28 14:17:08,7,4,0.0
cathyengelbert,1143652397249630210,Honored to be recognized and proud of @DeloitteUS and @DrTerriCooper for creating an inclusive culture and investin… https://t.co/NgAZRqSrh3,2019-06-25 22:49:14,101,11,2.0
cathyengelbert,1140710416286244864,👏🏀 https://t.co/CnR4GCl7TC,2019-06-17 19:58:51,28,4,0.0
cathyengelbert,1139920710069960704,!!! https://t.co/S9D1bdTyR3,2019-06-15 15:40:50,68,9,1.0
cathyengelbert,1137028840352624640,Honored to have delivered the graduation address at this year’s  @ArmyWarCollege graduation ceremony today!  It was… https://t.co/6HRIL73X44,2019-06-07 16:09:35,129,12,3.0
cathyengelbert,1135749978222137344,Honored to spend today at the Allan Shedlin Memorial Classic which has raised millions for cancer research… https://t.co/NCprqp6lp4,2019-06-04 03:27:50,12,0,0.0
cathyengelbert,1135711984983433216,@MacWorsham @DeloitteUS @NYUGrey @LinkedIn Bravo! 👏,2019-06-04 00:56:52,2,0,0.0
cathyengelbert,1135031979563520001,Grateful to so many @DeloitteUS colleagues who are rooting for me in my next endeavor🏀!  I have been blessed to hav… https://t.co/MitSkDeJrr,2019-06-02 03:54:46,377,14,11.0
cathyengelbert,1134930111462068225,"A great read on @kobebryant and his daughter, Gianna from @ArashMarkazi via @latimes https://t.co/7fbBYTPpxF 👏🏀",2019-06-01 21:09:59,81,15,1.0
cathyengelbert,1134283160441753600,@prestonmichaelr This is great Mike!!!  Thank you for your Leadership!!!!,2019-05-31 02:19:14,7,0,0.0
cathyengelbert,1133552836250353664,Nice piece on a fellow @LehighU #alum! https://t.co/luhIBNojyj,2019-05-29 01:57:11,12,0,0.0
cathyengelbert,1131577818435989505,@KarenHQuintos Thanks for the kind words Karen!! 🏀🏀🏀,2019-05-23 15:09:10,0,0,0.0
cathyengelbert,1130990292176461824,@edward_d_thomas Yes 6’5 1/2!!!  A center back in his day (now would be a point guard) Thanks Ed!,2019-05-22 00:14:33,0,0,0.0
cathyengelbert,1130594858706640897,Congrats to the #ClassOf2019! Welcome to the @LehighAlumni community! https://t.co/gaN6k0sNKw,2019-05-20 22:03:14,18,2,0.0
cathyengelbert,1130565500185059330,"33 years after my graduation, so proud of my daughter as my dad was of me! 🏀🥍 https://t.co/D4i5DOTn3b",2019-05-20 20:06:34,364,5,11.0
cathyengelbert,1128854829282021377,Thanks @MuffetMcGraw for developing young women leaders (like me in the 80’s!) to thrive on the court and beyond! 🏀… https://t.co/kCwxtiGBpb,2019-05-16 02:48:59,260,24,0.0
cathyengelbert,1128849803461431297,😀🏀 https://t.co/NsfIojgIw6,2019-05-16 02:29:00,157,12,5.0
cathyengelbert,1128717194945343490,Thrilled and honored! 🏀 https://t.co/n4G9hgbk9q,2019-05-15 17:42:04,1540,158,18.0
cathyengelbert,1128396544691048455,Why are women who are gifted in math sometimes unlikely to pursue it? Societal norms and stigmas often compound the… https://t.co/t55cUB5vwc,2019-05-14 20:27:55,24,6,0.0
cathyengelbert,1127700524525137921,"“Life doesn't come with a manual, it comes with a mother.” Happy #MothersDay to all of the selfless, courageous, an… https://t.co/2yNQUMLOpq",2019-05-12 22:22:11,103,7,3.0
cathyengelbert,1126483903127146497,Great day celebrating an amazing leader and human @prestonmichaelr and to hear strategic insights from a high talen… https://t.co/y2uP1e6c1e,2019-05-09 13:47:46,74,8,3.0
cathyengelbert,1125944343620202504,#DYK that artificial intelligence created a new sport? #Speedgate is the first of its kind and it merges concepts f… https://t.co/X8aCpkQlBr,2019-05-08 02:03:45,8,4,0.0
cathyengelbert,1125393325056565248,#MondayMotivation: Chiquita Evans is shattering glass ceilings in #eSports as the first woman drafted into the… https://t.co/FgEy1W4iJE,2019-05-06 13:34:12,14,3,1.0
cathyengelbert,1124648462912512000,"Wi-Fi enabled grills? Fun weekend read! @WSJ covers #tech that will make your next backyard bbq ""smart"" this summer! https://t.co/W6v1yW1cN6",2019-05-04 12:14:23,3,1,0.0
cathyengelbert,1124648195454377984,Impressive! And a fellow @LehighU alum! Congrats @CJMcCollum https://t.co/JcjorAKOil,2019-05-04 12:13:19,44,7,0.0
cathyengelbert,1122964587161300998,"ICYMI @TEDNews $280 million for 8 world-changing projects, one of which focuses on closing the global education gen… https://t.co/GQeXF9DcnC",2019-04-29 20:43:15,6,2,0.0
cathyengelbert,1121907603095867392,“The old model of studying one thing is giving way to a need for broadly trained workers.” Interesting perspectives… https://t.co/qS0MAghkJg,2019-04-26 22:43:11,17,7,0.0
cathyengelbert,1121264094047363072,"“Almost everything humans have ever done has been done not by lone individuals, but by groups of people, working to… https://t.co/O8Rl3UTaSh",2019-04-25 04:06:06,23,8,0.0
cathyengelbert,1121262253339303936,“Long range three”...seems understated!...🏀🏀🏀 https://t.co/Elpyewu46t,2019-04-25 03:58:47,19,1,1.0
cathyengelbert,1120537420536139782,"In celebration of #EarthDay, check out this article about tree-planting drones that are firing seed missiles to res… https://t.co/V3QMSiu7pj",2019-04-23 03:58:34,18,4,0.0
cathyengelbert,1119338892673671173,Interesting development...Scientists have created a 3-D printed heart using human tissue. https://t.co/aMQ8TfUrwt,2019-04-19 20:36:02,7,1,0.0
cathyengelbert,1118997682020859910,Great interview! https://t.co/fWYQzgtVe1,2019-04-18 22:00:12,11,0,0.0
cathyengelbert,1118637794962833414,Inspired by @DeloitteUS’s Margot Keale and her story! https://t.co/4EAOIHVlI4,2019-04-17 22:10:08,45,7,0.0
cathyengelbert,1118150924512440322,"Deeply saddened to see the devastating fire at #NotreDame cathedral, which dates back to the 12th century, and is a… https://t.co/Ef6DuFEOnS",2019-04-16 13:55:29,23,1,0.0
cathyengelbert,1117764148920758272,#ICYMI: Our @DeloitteUS 2019 #HCTrends report is out! This year’s report explores how organizations must move beyon… https://t.co/kfuOXwDyDC,2019-04-15 12:18:34,11,3,0.0
cathyengelbert,1117763085736075265,@CarlAllegretti @Gretti_53 Good luck @Gretti_53!  🏈🏈🏈,2019-04-15 12:14:21,2,0,0.0
cathyengelbert,1117561446496395274,Interesting list! https://t.co/auPwpdcHeX,2019-04-14 22:53:06,29,1,1.0
cathyengelbert,1116154921202651136,"Enjoyed speaking at Tobin Business School @StJohnsU with students tonight about the #workofthefuture, #D&amp;I, Balanci… https://t.co/4HoKCPq18q",2019-04-11 01:44:05,24,4,1.0
cathyengelbert,1116071976710361091,I’m proud to join fellow #CEOsAgainstCancer today in the @americancancer @MovespringApp and @fitbit… https://t.co/ubefvrZK0G,2019-04-10 20:14:29,24,4,1.0
cathyengelbert,1115985644474572801,"Tech is impacting more than work, it’s also transforming education. High schools are beginning to prepare students… https://t.co/9k1Yn2V68p",2019-04-10 14:31:26,4,2,1.0
cathyengelbert,1115723995339526147,#ICYMI: Proud to work for a company that prioritizes its people. Congratulations to @DeloitteUS for being named as… https://t.co/UyIrN3FgEu,2019-04-09 21:11:44,35,9,0.0
cathyengelbert,1115590618699522049,"Proud to support the @AmericanCancer Society and my niece’s efforts to raise money for a cure after losing her mom,… https://t.co/TR6mZnSZOY",2019-04-09 12:21:44,8,0,0.0
cathyengelbert,1114339293747646465,"Proud of audit professional Ainhoa Olarra of @Deloitte_ES ⛳️. 
Best of luck @anwagolf! https://t.co/WVloIpQSk9",2019-04-06 01:29:25,13,3,0.0
cathyengelbert,1113874295036317696,#DYK the global market for #AI #data labeling is set to reach $1 billion by 2023? This may help boost economic and… https://t.co/X9LjToxfEr,2019-04-04 18:41:41,6,0,0.0
cathyengelbert,1113601833224871936,Thanks @jenfish23 for the insightful perspectives on well-being. So many strong parallels between work and being an… https://t.co/Nq9b1PD0e3,2019-04-04 00:39:01,23,2,0.0
cathyengelbert,1113522885006696449,Proud of @DeloitteUS for placing #5 on the 2019 @LinkedIn Top Companies list! #LinkedInTopCompanies 👏👏👏 https://t.co/kxrY7xWjOm,2019-04-03 19:25:18,81,21,2.0
cathyengelbert,1113142573906956295,@FranKatsoudas @SquawkCNBC Kudos Fran!!!,2019-04-02 18:14:05,2,0,0.0
cathyengelbert,1113123897115897857,Today marks Equal Pay Day – the symbolic date of how far into the year women must work to earn the same amount men… https://t.co/bnFHP1FMSx,2019-04-02 16:59:52,53,12,0.0
cathyengelbert,1113099690382422016,Priceless!! ⚾️🍼 https://t.co/bwPESC5HL5,2019-04-02 15:23:41,2,1,0.0
cathyengelbert,1112736940820971521,The “Wright sisters?” Women could be the pioneers behind the future of aviation. Competitions like the @GoFlyPrize… https://t.co/FkZnlUDJzs,2019-04-01 15:22:15,5,1,0.0
cathyengelbert,1110300036229971968,"#ICYMI: “The goal is to create a work environment that becomes deeply meaningful to the employee, not just a way to… https://t.co/NEgobuKP1e",2019-03-25 21:58:51,44,5,2.0
cathyengelbert,1108476593138216960,Thanks for sharing @CBI_Conferences! It was an honor to speak with Heather on key industry topics.… https://t.co/HB7HucgSEV,2019-03-20 21:13:08,18,0,1.0
cathyengelbert,1108336558522990592,@herbchain What about St Johns!!??,2019-03-20 11:56:42,0,0,0.0
cathyengelbert,1108191091495440384,Luv this!  #MarchMadness has begun!!  #jerseypride 🏀🏀🏀 https://t.co/aKy507u1OY,2019-03-20 02:18:40,17,1,3.0
cathyengelbert,1108142581068824576,#DYK that less than 11% of history #textbook references are devoted to specific women? Take a look at this new app… https://t.co/nCPwouZk4F,2019-03-19 23:05:54,14,3,0.0
cathyengelbert,1107761165722157061,Great example on the power of partnerships! The Public Interest Technology University Network is a coalition that i… https://t.co/4TbEiMOTSa,2019-03-18 21:50:17,11,2,0.0
cathyengelbert,1107127334828675072,#bigeastchamps \\V// https://t.co/tMu1PWwkGq,2019-03-17 03:51:40,11,2,0.0
cathyengelbert,1106661341912317956,Powerful words by @lhariton! Inspired by the attendees and conversations had at the #CatalystAwards2019. https://t.co/WzwzEwdSvg,2019-03-15 20:59:59,8,3,0.0
cathyengelbert,1105970788761513984,Love this! Every entrepreneur and business leader started somewhere! My first job was working for a pediatrician in… https://t.co/cDcNemyHor,2019-03-13 23:15:58,14,4,1.0
cathyengelbert,1105643889808101376,"This is great! Congrats to Ryan Lupton, an @DeloitteUS #ColleagueForLife! https://t.co/TH8iwTHEGw",2019-03-13 01:36:59,25,5,1.0
cathyengelbert,1105131060650741761,"Fascinating perspective from @MarcusduSautoy. His new book, “The Creativity Code” examines how #AI may impact math,… https://t.co/bgJHKfat7j",2019-03-11 15:39:11,5,2,0.0
cathyengelbert,1104488917544386560,https://t.co/Ihay6Fpfeg. This is pretty cool...,2019-03-09 21:07:33,15,1,0.0
cathyengelbert,1104038012378329091,"Courage, cognizance of bias, curiosity, cultural intelligence, collaborate, commitment. These are the “six Cs” that… https://t.co/kNFSfjpTSl",2019-03-08 15:15:48,67,21,0.0
cathyengelbert,1104025810288238592,"At @DeloitteUS, we build diversity and inclusion in small acts and big initiatives – it has to happen every day, an… https://t.co/DRaWQeEaOE",2019-03-08 14:27:19,143,24,1.0
cathyengelbert,1103105766196760577,"#Renewableenergy as part of future #SmartCities, but it will require infrastructure supported by technology.… https://t.co/brdRQist2M",2019-03-06 01:31:24,19,7,0.0
cathyengelbert,1101156975176343552,This will be interesting! @TheAAF is using #data to innovate by implanting chips in players’ shoulder pads to help… https://t.co/zi7p2674hq,2019-02-28 16:27:36,4,2,1.0
cathyengelbert,1101129069200990208,Great example of the depth and breadth of #AI conversations—@Pontifex and @BradSmi met to discuss the development o… https://t.co/9Z1rKbrR5k,2019-02-28 14:36:42,9,3,1.0
cathyengelbert,1100761057298169856,This is fun!  Congrats @janetfoutty!  #girlsrule https://t.co/Piv8LznL9S,2019-02-27 14:14:21,43,4,0.0
